#tau,             sim_time,         sim_time_stDev,   exit_time,        exit_time_stDev,  N*,               det_rate_ratio,   thickness,        thick_stDev,      n_deaths,         n_detachments,    n_immigrations,   n_replications,   n_tau_halves      
2.0000E-01,       2.8323E+06,       7.4609E+04,       1.1486E+02,       2.2867E+00,       4.5000E-01,       8.3000E-03,       2.1000E+01,       0.0000E+00,       6.4474E+03,       1.5210E+02,       2.2888E+03,       1.1921E+04,       5.5700E+01        
2.0000E-01,       2.9316E+06,       7.9052E+04,       1.1579E+02,       2.1006E+00,       4.5000E-01,       1.1620E-02,       2.1000E+01,       0.0000E+00,       6.5459E+03,       2.0995E+02,       2.3409E+03,       1.2025E+04,       5.3900E+01        
2.0000E-01,       3.1479E+06,       9.4517E+04,       1.1911E+02,       2.5389E+00,       4.5000E-01,       1.4940E-02,       2.1000E+01,       0.0000E+00,       6.7635E+03,       2.7620E+02,       2.3756E+03,       1.2326E+04,       5.5650E+01        
2.0000E-01,       3.0116E+06,       1.0310E+05,       1.1988E+02,       3.4466E+00,       4.5000E-01,       1.8260E-02,       2.1000E+01,       0.0000E+00,       6.8342E+03,       3.3895E+02,       2.4041E+03,       1.2437E+04,       6.0200E+01        
2.0000E-01,       2.8710E+06,       1.0253E+05,       1.2089E+02,       2.3971E+00,       4.5000E-01,       2.1580E-02,       2.1000E+01,       0.0000E+00,       6.8902E+03,       4.0360E+02,       2.4422E+03,       1.2536E+04,       5.3500E+01        
2.0000E-01,       2.8825E+06,       1.3056E+05,       1.2157E+02,       3.2119E+00,       4.5000E-01,       2.4900E-02,       2.1000E+01,       0.0000E+00,       6.8873E+03,       4.7185E+02,       2.4417E+03,       1.2570E+04,       5.6450E+01        
2.0000E-01,       2.9520E+06,       1.1918E+05,       1.2533E+02,       3.0874E+00,       4.5000E-01,       2.8220E-02,       2.1000E+01,       0.0000E+00,       7.1253E+03,       5.6270E+02,       2.5012E+03,       1.2880E+04,       5.7300E+01        
2.0000E-01,       2.9215E+06,       1.4160E+05,       1.2633E+02,       3.2307E+00,       4.5000E-01,       3.1540E-02,       2.1000E+01,       0.0000E+00,       7.1271E+03,       6.4320E+02,       2.5387E+03,       1.2916E+04,       6.0650E+01        
2.0000E-01,       3.0622E+06,       9.9889E+04,       1.2860E+02,       3.2952E+00,       4.5000E-01,       3.4860E-02,       2.1000E+01,       0.0000E+00,       7.3081E+03,       7.1330E+02,       2.5655E+03,       1.3150E+04,       5.8750E+01        
2.0000E-01,       3.1437E+06,       1.1983E+05,       1.2999E+02,       3.7674E+00,       4.5000E-01,       3.8180E-02,       2.1000E+01,       0.0000E+00,       7.3304E+03,       7.9930E+02,       2.6036E+03,       1.3237E+04,       6.1950E+01        
2.0000E-01,       3.2481E+06,       9.9413E+04,       1.3113E+02,       2.3796E+00,       4.5000E-01,       4.1500E-02,       2.1000E+01,       0.0000E+00,       7.4443E+03,       8.6695E+02,       2.6323E+03,       1.3385E+04,       6.2100E+01        
2.0000E-01,       3.5811E+06,       1.1368E+05,       1.3524E+02,       3.0358E+00,       4.5000E-01,       4.4820E-02,       2.1000E+01,       0.0000E+00,       7.6846E+03,       9.7140E+02,       2.6951E+03,       1.3719E+04,       6.4900E+01        
2.0000E-01,       3.6057E+06,       9.6761E+04,       1.3725E+02,       2.3191E+00,       4.5000E-01,       4.8140E-02,       2.1000E+01,       0.0000E+00,       7.7765E+03,       1.0568E+03,       2.7280E+03,       1.3849E+04,       6.2050E+01        
2.0000E-01,       3.5991E+06,       1.3045E+05,       1.3990E+02,       3.4937E+00,       4.5000E-01,       5.1460E-02,       2.1000E+01,       0.0000E+00,       7.9790E+03,       1.1794E+03,       2.8028E+03,       1.4108E+04,       6.1150E+01        
2.0000E-01,       3.5485E+06,       1.1625E+05,       1.4056E+02,       3.4590E+00,       4.5000E-01,       5.4780E-02,       2.1000E+01,       0.0000E+00,       7.9611E+03,       1.2411E+03,       2.8129E+03,       1.4133E+04,       6.2500E+01        
2.0000E-01,       3.6428E+06,       1.4536E+05,       1.4293E+02,       4.9491E+00,       4.5000E-01,       5.8100E-02,       2.1000E+01,       0.0000E+00,       8.0824E+03,       1.3536E+03,       2.8528E+03,       1.4349E+04,       6.6000E+01        
2.0000E-01,       3.7807E+06,       1.4541E+05,       1.4676E+02,       3.8241E+00,       4.5000E-01,       6.1420E-02,       2.1000E+01,       0.0000E+00,       8.3886E+03,       1.4849E+03,       2.9539E+03,       1.4743E+04,       6.6300E+01        
2.0000E-01,       3.8026E+06,       1.1089E+05,       1.4872E+02,       3.4542E+00,       4.5000E-01,       6.4740E-02,       2.1000E+01,       0.0000E+00,       8.4315E+03,       1.5889E+03,       2.9864E+03,       1.4850E+04,       7.0000E+01        
2.0000E-01,       3.8920E+06,       1.4997E+05,       1.5157E+02,       3.5484E+00,       4.5000E-01,       6.8060E-02,       2.1000E+01,       0.0000E+00,       8.6580E+03,       1.7131E+03,       3.0373E+03,       1.5153E+04,       7.5350E+01        
2.0000E-01,       3.9453E+06,       1.4259E+05,       1.5534E+02,       4.4069E+00,       4.5000E-01,       7.1380E-02,       2.1000E+01,       0.0000E+00,       8.8041E+03,       1.8380E+03,       3.0806E+03,       1.5376E+04,       6.9350E+01        
2.0000E-01,       3.1408E+06,       8.6935E+04,       1.2119E+02,       2.3372E+00,       4.7500E-01,       8.3000E-03,       2.1000E+01,       0.0000E+00,       6.9892E+03,       1.6870E+02,       2.4247E+03,       1.2458E+04,       5.9300E+01        
2.0000E-01,       3.5951E+06,       1.2667E+05,       1.2147E+02,       3.2645E+00,       4.7500E-01,       1.1620E-02,       2.1000E+01,       0.0000E+00,       7.0225E+03,       2.3305E+02,       2.4329E+03,       1.2575E+04,       5.8800E+01        
2.0000E-01,       4.3509E+06,       1.5814E+05,       1.2484E+02,       2.5376E+00,       4.7500E-01,       1.4940E-02,       2.1000E+01,       0.0000E+00,       7.2712E+03,       3.1210E+02,       2.5078E+03,       1.2842E+04,       5.7650E+01        
2.0000E-01,       4.4502E+06,       1.5904E+05,       1.2624E+02,       2.3999E+00,       4.7500E-01,       1.8260E-02,       2.1000E+01,       0.0000E+00,       7.3262E+03,       3.8460E+02,       2.5340E+03,       1.2972E+04,       6.2500E+01        
2.0000E-01,       4.0515E+06,       1.4252E+05,       1.2737E+02,       1.7117E+00,       4.7500E-01,       2.1580E-02,       2.1000E+01,       0.0000E+00,       7.4042E+03,       4.5330E+02,       2.5490E+03,       1.3111E+04,       5.8550E+01        
2.0000E-01,       3.7234E+06,       1.1209E+05,       1.2957E+02,       2.3842E+00,       4.7500E-01,       2.4900E-02,       2.1000E+01,       0.0000E+00,       7.5170E+03,       5.4060E+02,       2.6033E+03,       1.3241E+04,       5.9850E+01        
2.0000E-01,       4.6594E+06,       1.9509E+05,       1.3218E+02,       2.2126E+00,       4.7500E-01,       2.8220E-02,       2.1000E+01,       0.0000E+00,       7.7194E+03,       6.2775E+02,       2.6560E+03,       1.3518E+04,       6.2450E+01        
2.0000E-01,       4.6903E+06,       1.8123E+05,       1.3341E+02,       3.4154E+00,       4.7500E-01,       3.1540E-02,       2.1000E+01,       0.0000E+00,       7.7583E+03,       7.0770E+02,       2.6797E+03,       1.3618E+04,       6.1050E+01        
2.0000E-01,       4.7566E+06,       1.9485E+05,       1.3553E+02,       2.7760E+00,       4.7500E-01,       3.4860E-02,       2.1000E+01,       0.0000E+00,       7.9010E+03,       8.0895E+02,       2.7280E+03,       1.3812E+04,       6.4500E+01        
2.0000E-01,       4.8544E+06,       1.7359E+05,       1.3879E+02,       2.2418E+00,       4.7500E-01,       3.8180E-02,       2.1000E+01,       0.0000E+00,       8.0477E+03,       9.0360E+02,       2.7737E+03,       1.4005E+04,       6.3050E+01        
2.0000E-01,       4.8974E+06,       1.4083E+05,       1.3981E+02,       2.4023E+00,       4.7500E-01,       4.1500E-02,       2.1000E+01,       0.0000E+00,       8.1188E+03,       1.0009E+03,       2.8048E+03,       1.4134E+04,       6.3550E+01        
2.0000E-01,       4.5389E+06,       1.3495E+05,       1.4141E+02,       3.6825E+00,       4.7500E-01,       4.4820E-02,       2.1000E+01,       0.0000E+00,       8.2009E+03,       1.0727E+03,       2.8476E+03,       1.4269E+04,       6.4700E+01        
2.0000E-01,       3.9911E+06,       1.2809E+05,       1.4472E+02,       2.5480E+00,       4.7500E-01,       4.8140E-02,       2.1000E+01,       0.0000E+00,       8.4560E+03,       1.1953E+03,       2.9018E+03,       1.4638E+04,       6.8600E+01        
2.0000E-01,       3.9500E+06,       1.4050E+05,       1.4722E+02,       3.3326E+00,       4.7500E-01,       5.1460E-02,       2.1000E+01,       0.0000E+00,       8.5078E+03,       1.2982E+03,       2.9516E+03,       1.4730E+04,       6.8300E+01        
2.0000E-01,       3.8396E+06,       1.1329E+05,       1.4972E+02,       3.5516E+00,       4.7500E-01,       5.4780E-02,       2.1000E+01,       0.0000E+00,       8.6289E+03,       1.4105E+03,       2.9907E+03,       1.4938E+04,       6.8300E+01        
2.0000E-01,       4.0101E+06,       1.4758E+05,       1.5434E+02,       3.2545E+00,       4.7500E-01,       5.8100E-02,       2.1000E+01,       0.0000E+00,       9.0226E+03,       1.5436E+03,       3.0671E+03,       1.5404E+04,       6.9750E+01        
2.0000E-01,       4.0217E+06,       1.5636E+05,       1.5615E+02,       3.9644E+00,       4.7500E-01,       6.1420E-02,       2.1000E+01,       0.0000E+00,       9.0090E+03,       1.6747E+03,       3.1335E+03,       1.5433E+04,       7.2050E+01        
2.0000E-01,       4.0698E+06,       1.8230E+05,       1.6056E+02,       2.8091E+00,       4.7500E-01,       6.4740E-02,       2.1000E+01,       0.0000E+00,       9.1282E+03,       1.8200E+03,       3.1827E+03,       1.5654E+04,       7.2250E+01        
2.0000E-01,       4.2479E+06,       1.4716E+05,       1.6377E+02,       3.4075E+00,       4.7500E-01,       6.8060E-02,       2.1000E+01,       0.0000E+00,       9.4779E+03,       1.9635E+03,       3.2836E+03,       1.6102E+04,       7.5850E+01        
2.0000E-01,       4.2786E+06,       1.8012E+05,       1.6505E+02,       5.6375E+00,       4.7500E-01,       7.1380E-02,       2.1000E+01,       0.0000E+00,       9.5672E+03,       2.0734E+03,       3.3209E+03,       1.6255E+04,       7.5650E+01        
2.0000E-01,       3.4825E+06,       1.2510E+05,       1.2673E+02,       3.0617E+00,       5.0000E-01,       8.3000E-03,       2.1000E+01,       0.0000E+00,       7.5670E+03,       1.8615E+02,       2.5478E+03,       1.3055E+04,       5.9600E+01        
2.0000E-01,       3.4260E+06,       1.4715E+05,       1.2934E+02,       2.6774E+00,       5.0000E-01,       1.1620E-02,       2.1000E+01,       0.0000E+00,       7.7540E+03,       2.6450E+02,       2.5839E+03,       1.3299E+04,       5.8750E+01        
2.0000E-01,       3.9551E+06,       1.2469E+05,       1.3036E+02,       2.5447E+00,       5.0000E-01,       1.4940E-02,       2.1000E+01,       0.0000E+00,       7.6729E+03,       3.4500E+02,       2.6006E+03,       1.3283E+04,       6.1000E+01        
2.0000E-01,       4.1477E+06,       1.2475E+05,       1.3296E+02,       2.3406E+00,       5.0000E-01,       1.8260E-02,       2.1000E+01,       0.0000E+00,       7.8774E+03,       4.3330E+02,       2.6289E+03,       1.3563E+04,       6.3450E+01        
2.0000E-01,       4.1830E+06,       1.5753E+05,       1.3453E+02,       2.2836E+00,       5.0000E-01,       2.1580E-02,       2.1000E+01,       0.0000E+00,       7.9605E+03,       5.1855E+02,       2.6985E+03,       1.3664E+04,       6.2350E+01        
2.0000E-01,       4.3760E+06,       1.5451E+05,       1.3723E+02,       3.4755E+00,       5.0000E-01,       2.4900E-02,       2.1000E+01,       0.0000E+00,       8.0792E+03,       6.0890E+02,       2.7414E+03,       1.3870E+04,       6.2450E+01        
2.0000E-01,       4.5254E+06,       1.4339E+05,       1.3902E+02,       2.4722E+00,       5.0000E-01,       2.8220E-02,       2.1000E+01,       0.0000E+00,       8.2687E+03,       7.0135E+02,       2.7729E+03,       1.4098E+04,       6.7900E+01        
2.0000E-01,       4.5156E+06,       1.9434E+05,       1.4009E+02,       3.1770E+00,       5.0000E-01,       3.1540E-02,       2.1000E+01,       0.0000E+00,       8.3066E+03,       7.9575E+02,       2.7917E+03,       1.4221E+04,       6.6000E+01        
2.0000E-01,       4.5484E+06,       1.6388E+05,       1.4341E+02,       3.0779E+00,       5.0000E-01,       3.4860E-02,       2.1000E+01,       0.0000E+00,       8.5643E+03,       8.9200E+02,       2.8756E+03,       1.4511E+04,       6.6700E+01        
2.0000E-01,       4.5264E+06,       1.3511E+05,       1.4602E+02,       2.8986E+00,       5.0000E-01,       3.8180E-02,       2.1000E+01,       0.0000E+00,       8.6557E+03,       1.0147E+03,       2.9113E+03,       1.4665E+04,       6.8300E+01        
2.0000E-01,       4.6901E+06,       1.4640E+05,       1.4812E+02,       3.1516E+00,       5.0000E-01,       4.1500E-02,       2.1000E+01,       0.0000E+00,       8.7305E+03,       1.1112E+03,       2.9622E+03,       1.4843E+04,       7.0600E+01        
2.0000E-01,       4.7695E+06,       1.4996E+05,       1.5149E+02,       3.7226E+00,       5.0000E-01,       4.4820E-02,       2.1000E+01,       0.0000E+00,       8.9309E+03,       1.2447E+03,       3.0346E+03,       1.5115E+04,       7.0900E+01        
2.0000E-01,       4.5276E+06,       1.2219E+05,       1.5320E+02,       3.4330E+00,       5.0000E-01,       4.8140E-02,       2.1000E+01,       0.0000E+00,       9.1184E+03,       1.3385E+03,       3.0722E+03,       1.5334E+04,       7.4850E+01        
2.0000E-01,       4.6704E+06,       2.3370E+05,       1.5782E+02,       4.6084E+00,       5.0000E-01,       5.1460E-02,       2.1000E+01,       0.0000E+00,       9.3424E+03,       1.5017E+03,       3.1666E+03,       1.5663E+04,       7.1000E+01        
2.0000E-01,       4.6870E+06,       2.2151E+05,       1.6079E+02,       3.9184E+00,       5.0000E-01,       5.4780E-02,       2.1000E+01,       0.0000E+00,       9.5579E+03,       1.6260E+03,       3.2184E+03,       1.5958E+04,       7.4500E+01        
2.0000E-01,       4.8151E+06,       1.5184E+05,       1.6368E+02,       3.7327E+00,       5.0000E-01,       5.8100E-02,       2.1000E+01,       0.0000E+00,       9.6944E+03,       1.7573E+03,       3.2660E+03,       1.6178E+04,       7.1950E+01        
2.0000E-01,       4.9627E+06,       1.8118E+05,       1.6800E+02,       4.7340E+00,       5.0000E-01,       6.1420E-02,       2.1000E+01,       0.0000E+00,       9.9657E+03,       1.9131E+03,       3.3330E+03,       1.6545E+04,       7.3750E+01        
2.0000E-01,       4.6209E+06,       1.2125E+05,       1.6904E+02,       2.9898E+00,       5.0000E-01,       6.4740E-02,       2.1000E+01,       0.0000E+00,       9.9548E+03,       2.0259E+03,       3.3984E+03,       1.6588E+04,       7.6700E+01        
2.0000E-01,       5.0470E+06,       1.3613E+05,       1.7552E+02,       4.1956E+00,       5.0000E-01,       6.8060E-02,       2.1000E+01,       0.0000E+00,       1.0318E+04,       2.2445E+03,       3.5002E+03,       1.7065E+04,       8.3100E+01        
2.0000E-01,       6.5421E+06,       2.5211E+05,       1.7967E+02,       4.7770E+00,       5.0000E-01,       7.1380E-02,       2.1000E+01,       0.0000E+00,       1.0583E+04,       2.3874E+03,       3.5795E+03,       1.7445E+04,       8.1200E+01        
2.0000E-01,       5.2125E+06,       1.7974E+05,       1.3268E+02,       2.5081E+00,       5.2500E-01,       8.3000E-03,       2.1000E+01,       0.0000E+00,       8.0488E+03,       2.0480E+02,       2.6505E+03,       1.3590E+04,       6.3150E+01        
2.0000E-01,       5.2487E+06,       1.3558E+05,       1.3536E+02,       2.9729E+00,       5.2500E-01,       1.1620E-02,       2.1000E+01,       0.0000E+00,       8.2321E+03,       2.9945E+02,       2.7056E+03,       1.3781E+04,       6.1800E+01        
2.0000E-01,       5.4411E+06,       1.8742E+05,       1.3869E+02,       3.2425E+00,       5.2500E-01,       1.4940E-02,       2.1000E+01,       0.0000E+00,       8.4482E+03,       3.8725E+02,       2.7758E+03,       1.4065E+04,       6.3650E+01        
2.0000E-01,       5.5100E+06,       2.3934E+05,       1.4083E+02,       3.1368E+00,       5.2500E-01,       1.8260E-02,       2.1000E+01,       0.0000E+00,       8.5614E+03,       4.8890E+02,       2.7915E+03,       1.4256E+04,       6.7150E+01        
2.0000E-01,       5.6774E+06,       1.7996E+05,       1.4244E+02,       2.2719E+00,       5.2500E-01,       2.1580E-02,       2.1000E+01,       0.0000E+00,       8.6238E+03,       5.7780E+02,       2.8362E+03,       1.4387E+04,       6.2500E+01        
2.0000E-01,       5.6754E+06,       2.1056E+05,       1.4408E+02,       4.1777E+00,       5.2500E-01,       2.4900E-02,       2.1000E+01,       0.0000E+00,       8.7440E+03,       6.7325E+02,       2.8729E+03,       1.4563E+04,       6.6500E+01        
2.0000E-01,       5.7591E+06,       1.8412E+05,       1.4667E+02,       3.0512E+00,       5.2500E-01,       2.8220E-02,       2.1000E+01,       0.0000E+00,       8.9064E+03,       7.8520E+02,       2.9300E+03,       1.4787E+04,       6.8850E+01        
2.0000E-01,       5.5134E+06,       2.4399E+05,       1.4869E+02,       3.7541E+00,       5.2500E-01,       3.1540E-02,       2.1000E+01,       0.0000E+00,       9.0023E+03,       8.8145E+02,       2.9668E+03,       1.4920E+04,       6.8050E+01        
2.0000E-01,       5.7180E+06,       2.0548E+05,       1.5226E+02,       3.2943E+00,       5.2500E-01,       3.4860E-02,       2.1000E+01,       0.0000E+00,       9.2509E+03,       1.0081E+03,       3.0603E+03,       1.5220E+04,       7.1750E+01        
2.0000E-01,       6.2443E+06,       2.3323E+05,       1.5551E+02,       4.4726E+00,       5.2500E-01,       3.8180E-02,       2.1000E+01,       0.0000E+00,       9.4222E+03,       1.1492E+03,       3.1132E+03,       1.5500E+04,       7.1100E+01        
2.0000E-01,       6.4545E+06,       2.4455E+05,       1.5845E+02,       4.7486E+00,       5.2500E-01,       4.1500E-02,       2.1000E+01,       0.0000E+00,       9.6166E+03,       1.2608E+03,       3.1589E+03,       1.5757E+04,       7.2850E+01        
2.0000E-01,       6.5998E+06,       2.1538E+05,       1.6166E+02,       3.6474E+00,       5.2500E-01,       4.4820E-02,       2.1000E+01,       0.0000E+00,       9.8112E+03,       1.4036E+03,       3.2396E+03,       1.6041E+04,       7.3150E+01        
2.0000E-01,       7.1445E+06,       2.3765E+05,       1.6705E+02,       2.6664E+00,       5.2500E-01,       4.8140E-02,       2.1000E+01,       0.0000E+00,       1.0108E+04,       1.5847E+03,       3.3404E+03,       1.6455E+04,       7.7950E+01        
2.0000E-01,       6.8066E+06,       2.7266E+05,       1.6830E+02,       5.1511E+00,       5.2500E-01,       5.1460E-02,       2.1000E+01,       0.0000E+00,       1.0188E+04,       1.6772E+03,       3.3807E+03,       1.6558E+04,       7.7350E+01        
2.0000E-01,       7.1981E+06,       3.1478E+05,       1.7210E+02,       4.9934E+00,       5.2500E-01,       5.4780E-02,       2.1000E+01,       0.0000E+00,       1.0489E+04,       1.8352E+03,       3.4186E+03,       1.7002E+04,       7.7050E+01        
2.0000E-01,       1.7608E+08,       3.0898E+05,       1.7447E+02,       4.5221E+00,       5.2500E-01,       5.8100E-02,       2.1000E+01,       0.0000E+00,       1.0479E+04,       1.9684E+03,       3.4890E+03,       1.7052E+04,       7.9750E+01        
2.0000E-01,       8.3596E+06,       2.9841E+05,       1.7925E+02,       4.6026E+00,       5.2500E-01,       6.1420E-02,       2.1000E+01,       0.0000E+00,       1.0767E+04,       2.1476E+03,       3.5735E+03,       1.7426E+04,       7.9000E+01        
2.0000E-01,       8.6031E+06,       3.7451E+05,       1.8452E+02,       5.8515E+00,       5.2500E-01,       6.4740E-02,       2.1000E+01,       0.0000E+00,       1.1099E+04,       2.3509E+03,       3.6926E+03,       1.7855E+04,       8.1950E+01        
2.0000E-01,       8.6228E+06,       3.3991E+05,       1.8961E+02,       7.2885E+00,       5.2500E-01,       6.8060E-02,       2.1000E+01,       0.0000E+00,       1.1320E+04,       2.5633E+03,       3.7933E+03,       1.8228E+04,       8.3900E+01        
2.0000E-01,       8.9054E+06,       3.8145E+05,       1.9533E+02,       6.5076E+00,       5.2500E-01,       7.1380E-02,       2.1000E+01,       0.0000E+00,       1.1701E+04,       2.7919E+03,       3.9055E+03,       1.8726E+04,       8.5650E+01        